group group.name disease flag n.target n.disease n.overlap s z
DB01080 Vigabatrin malabsorption.syndromes False 2 34 0 NA -0.289142
DB01080 Vigabatrin colitis False 2 55 0 NA 0.020085
DB01080 Vigabatrin anemia False 2 58 0 NA 0.487027
DB01080 Vigabatrin sarcoma False 2 25 0 0.0 -0.099171
DB01080 Vigabatrin multiple.sclerosis False 2 69 0 -0.101122835731 0.239447
DB01080 Vigabatrin coronary.disease False 2 37 0 NA -2.047165
DB01080 Vigabatrin lymphoma.non.hodgkin False 2 22 0 NA -0.043275
DB01080 Vigabatrin hematologic.diseases False 2 188 0 NA -0.323896
DB01080 Vigabatrin skin.diseases False 2 278 0 NA -0.192061
DB01080 Vigabatrin blood.coagulation.disorders False 2 40 0 NA -0.109919
DB01080 Vigabatrin cardiovascular.diseases False 2 330 0 NA -0.108358
DB01080 Vigabatrin amyotrophic.lateral.sclerosis False 2 21 0 NA 1.417818
DB01080 Vigabatrin cardiomyopathy.dilated False 2 29 0 NA -0.226051
DB01080 Vigabatrin lung.diseases False 2 71 0 NA 0.448208
DB01080 Vigabatrin bacterial.infections False 2 26 0 NA 1.368299
DB01080 Vigabatrin diabetes.mellitus.type.1 False 2 82 0 NA 0.317675
DB01080 Vigabatrin arthritis.rheumatoid False 2 42 0 0.0 0.053409
DB01080 Vigabatrin liver.cirrhosis.biliary False 2 23 0 NA 1.349846
DB01080 Vigabatrin coronary.artery.disease False 2 31 0 NA -2.140480
DB01080 Vigabatrin leukemia.lymphoid False 2 66 0 NA 0.472126
DB01080 Vigabatrin arterial.occlusive.diseases False 2 44 0 NA -1.975255
DB01080 Vigabatrin heart.diseases False 2 167 0 NA -0.907214
DB01364 Ephedrine bone.diseases.metabolic False 4 27 0 NA -0.683204
DB01364 Ephedrine colorectal.neoplasms False 4 42 0 NA -0.378795
DB01364 Ephedrine eye.diseases False 4 231 0 NA 0.525200
DB01364 Ephedrine collagen.diseases False 4 25 0 NA -1.643852
DB01364 Ephedrine leukemia.myeloid.acute False 4 43 0 NA 0.714563
DB01364 Ephedrine kidney.diseases False 4 144 0 NA 0.107803
DB01364 Ephedrine epilepsy False 4 25 0 NA 0.151743
DB01364 Ephedrine joint.diseases False 4 79 0 NA -1.272575
DB01364 Ephedrine vascular.diseases False 4 181 0 NA -0.460145
DB01364 Ephedrine neuroendocrine.tumors False 4 24 0 NA -1.009116
DB01364 Ephedrine parkinsonian.disorders False 4 31 0 NA -1.118451
DB01364 Ephedrine hypopigmentation False 4 22 0 NA 0.590049
DB01364 Ephedrine intestinal.neoplasms False 4 42 0 NA -0.390879
DB01364 Ephedrine thyroid.diseases False 4 30 0 NA 0.582630
DB01364 Ephedrine diabetes.mellitus False 4 162 0 NA 0.189812
DB01364 Ephedrine dementia False 4 42 0 NA -1.657070
DB01364 Ephedrine mycobacterium.infections False 4 22 0 NA -0.475822
DB01364 Ephedrine arrhythmias.cardiac False 4 30 0 NA -0.727359
DB01364 Ephedrine prostatic.neoplasms False 4 61 0 NA 0.501524
DB01364 Ephedrine head.and.neck.neoplasms False 4 35 0 NA -1.724007
DB01364 Ephedrine inflammatory.bowel.diseases False 4 119 0 NA -1.033630
DB01364 Ephedrine gastrointestinal.neoplasms False 4 72 0 NA -1.087815
DB01364 Ephedrine asthma True 4 36 0 NA -0.952060
DB01364 Ephedrine alzheimer.disease False 4 29 0 NA -1.023570
DB01364 Ephedrine metabolism.inborn.errors False 4 289 0 NA 0.616131
DB01364 Ephedrine macular.degeneration False 4 44 0 NA 1.467234
DB01364 Ephedrine breast.neoplasms False 4 40 0 NA -0.605613
DB01364 Ephedrine hypersensitivity False 4 45 0 NA -0.832385
DB01364 Ephedrine adenocarcinoma False 4 32 0 NA -0.703198
DB01364 Ephedrine bone.diseases False 4 144 0 NA -0.806324
DB01364 Ephedrine insulin.resistance False 4 26 0 NA 1.139982
DB01364 Ephedrine motor.neuron.disease False 4 31 0 NA -0.786225
DB01364 Ephedrine crohn.disease False 4 71 0 NA -1.345755
DB01364 Ephedrine endocrine.system.diseases False 4 291 0 NA 0.828203
DB01364 Ephedrine keratosis False 4 21 0 NA 0.469816
DB01364 Ephedrine psoriasis False 4 54 0 NA -0.510521
DB01364 Ephedrine varicose.veins False 4 20 0 NA 0.004529
DB01364 Ephedrine spinal.cord.diseases False 4 59 0 NA -0.268915
DB01364 Ephedrine neoplasms False 4 482 0 NA 0.665749
DB01364 Ephedrine rheumatic.diseases False 4 59 0 NA 2.900397
DB01364 Ephedrine pancreatic.diseases False 4 24 0 NA -0.147252
DB01364 Ephedrine myocardial.ischemia False 4 43 0 NA -0.163714
DB01364 Ephedrine autoimmune.diseases False 4 243 0 NA -0.286053
DB01364 Ephedrine kidney.neoplasms False 4 20 0 NA -0.229510
DB01364 Ephedrine arthritis False 4 76 0 NA -1.279404
DB01364 Ephedrine leukemia False 4 117 0 NA 0.470365
DB01364 Ephedrine hyperinsulinism False 4 26 0 NA 1.114018
DB01364 Ephedrine diabetes.mellitus.type.2 False 4 72 0 NA -0.513325
DB01364 Ephedrine arteriosclerosis False 4 38 0 NA -0.116719
DB01364 Ephedrine gastroenteritis False 4 122 0 NA -0.977910
DB01364 Ephedrine liver.cirrhosis False 4 24 0 NA 0.768753
DB01364 Ephedrine parkinson.disease False 4 30 0 NA -1.133439
DB01364 Ephedrine lupus.erythematosus.systemic False 4 75 0 NA 0.706442
DB01364 Ephedrine anemia.hemolytic False 4 29 0 NA 0.656345
DB01364 Ephedrine lymphoma False 4 24 0 NA 0.102980
DB01364 Ephedrine colitis.ulcerative False 4 55 0 NA -1.558833
DB01364 Ephedrine malabsorption.syndromes False 4 34 0 NA 1.768575
DB01364 Ephedrine colitis False 4 55 0 NA -1.701831
DB01364 Ephedrine anemia False 4 58 0 NA 1.968591
DB01364 Ephedrine sarcoma False 4 25 0 NA -0.955561
DB01364 Ephedrine multiple.sclerosis False 4 69 0 NA -1.378102
DB01364 Ephedrine coronary.disease False 4 37 0 NA -0.282189
DB01364 Ephedrine lymphoma.non.hodgkin False 4 22 0 NA 0.107446
DB01364 Ephedrine hematologic.diseases False 4 188 0 NA 0.740789
DB01364 Ephedrine skin.diseases False 4 278 0 NA -0.049810
DB01364 Ephedrine blood.coagulation.disorders False 4 40 0 NA 0.083844
DB01364 Ephedrine cardiovascular.diseases False 4 330 0 NA -0.007642
DB01364 Ephedrine amyotrophic.lateral.sclerosis False 4 21 0 NA -1.122597
DB01364 Ephedrine cardiomyopathy.dilated False 4 29 0 NA -1.039871
DB01364 Ephedrine lung.diseases False 4 71 0 NA -1.362926
DB01364 Ephedrine bacterial.infections False 4 26 0 NA -0.231130
DB01364 Ephedrine diabetes.mellitus.type.1 False 4 82 0 NA 0.694826
DB01364 Ephedrine arthritis.rheumatoid False 4 42 0 NA 2.379090
DB01364 Ephedrine liver.cirrhosis.biliary False 4 23 0 NA 0.746239
DB01364 Ephedrine coronary.artery.disease False 4 31 0 NA -0.433957
DB01364 Ephedrine leukemia.lymphoid False 4 66 0 NA 0.927758
DB01364 Ephedrine arterial.occlusive.diseases False 4 44 0 NA -0.946910
DB01364 Ephedrine heart.diseases False 4 167 0 NA -0.753097
DB01085 Pilocarpine bone.diseases.metabolic False 3 27 0 NA -0.443309
DB01085 Pilocarpine colorectal.neoplasms False 3 42 0 0.0 0.680083
DB01085 Pilocarpine eye.diseases False 3 231 0 NA -0.777279
DB01085 Pilocarpine collagen.diseases False 3 25 0 NA 1.588390
DB01085 Pilocarpine leukemia.myeloid.acute False 3 43 0 -0.040018950814 -0.477704
DB01085 Pilocarpine kidney.diseases False 3 144 0 NA 0.064983
DB01085 Pilocarpine epilepsy False 3 25 0 -0.120706348523 -0.574198
DB01085 Pilocarpine joint.diseases False 3 79 0 NA -0.263675
DB01085 Pilocarpine vascular.diseases False 3 181 0 NA 0.335923
DB01085 Pilocarpine neuroendocrine.tumors False 3 24 0 NA 0.043618
DB01085 Pilocarpine parkinsonian.disorders False 3 31 0 NA -0.054855
DB01085 Pilocarpine hypopigmentation False 3 22 0 NA -0.105071
DB01085 Pilocarpine intestinal.neoplasms False 3 42 0 NA 0.753668
DB01085 Pilocarpine thyroid.diseases False 3 30 0 NA -1.197282
DB01085 Pilocarpine diabetes.mellitus False 3 162 0 NA -0.010891
DB01085 Pilocarpine dementia False 3 42 0 NA -0.742589
DB01085 Pilocarpine mycobacterium.infections False 3 22 0 NA 0.711977
DB01085 Pilocarpine arrhythmias.cardiac False 3 30 0 NA 1.593746
DB01085 Pilocarpine prostatic.neoplasms False 3 61 0 0.0365552588509 1.743441
DB01085 Pilocarpine head.and.neck.neoplasms True 3 35 0 NA -0.753668
DB01085 Pilocarpine inflammatory.bowel.diseases False 3 119 0 0.039701309329 -0.107120
DB01085 Pilocarpine gastrointestinal.neoplasms False 3 72 0 NA -0.099565
DB01085 Pilocarpine asthma False 3 36 0 -0.0518238004996 0.073183
DB01085 Pilocarpine alzheimer.disease False 3 29 0 0.0 1.214393
DB01085 Pilocarpine metabolism.inborn.errors False 3 289 0 NA 0.446508
DB01085 Pilocarpine macular.degeneration False 3 44 0 NA 1.925892
DB01085 Pilocarpine breast.neoplasms False 3 40 0 0.0609053320699 1.643331
DB01085 Pilocarpine hypersensitivity False 3 45 0 NA 0.228950
DB01085 Pilocarpine adenocarcinoma False 3 32 0 NA 0.392960
DB01085 Pilocarpine bone.diseases False 3 144 0 NA 0.092773
DB01085 Pilocarpine insulin.resistance False 3 26 0 NA -0.458881
DB01085 Pilocarpine motor.neuron.disease False 3 31 0 NA 1.441371
DB01085 Pilocarpine crohn.disease False 3 71 0 NA -0.469091
DB01085 Pilocarpine endocrine.system.diseases False 3 291 0 NA 0.558047
DB01085 Pilocarpine keratosis False 3 21 0 NA 0.832296
DB01085 Pilocarpine psoriasis False 3 54 0 -0.0051022913257 -0.600307
DB01085 Pilocarpine varicose.veins False 3 20 0 NA 1.465814
DB01085 Pilocarpine spinal.cord.diseases False 3 59 0 NA 0.751220
DB01085 Pilocarpine neoplasms False 3 482 0 NA 0.182612
DB01085 Pilocarpine rheumatic.diseases False 3 59 0 NA 3.038836
DB01085 Pilocarpine pancreatic.diseases False 3 24 0 NA -1.131031
DB01085 Pilocarpine myocardial.ischemia False 3 43 0 NA 1.063644
DB01085 Pilocarpine autoimmune.diseases False 3 243 0 NA 0.483999
DB01085 Pilocarpine kidney.neoplasms False 3 20 0 NA 0.979663
DB01085 Pilocarpine arthritis False 3 76 0 NA -0.328676
DB01085 Pilocarpine leukemia False 3 117 0 NA 0.228362
DB01085 Pilocarpine hyperinsulinism False 3 26 0 NA -0.427044
DB01085 Pilocarpine diabetes.mellitus.type.2 False 3 72 0 0.0 0.583469
DB01085 Pilocarpine arteriosclerosis False 3 38 0 NA -1.016673
DB01085 Pilocarpine gastroenteritis False 3 122 0 NA -0.095156
DB01085 Pilocarpine liver.cirrhosis False 3 24 0 NA -1.127424
DB01085 Pilocarpine parkinson.disease False 3 30 0 0.0 -0.059547
DB01085 Pilocarpine lupus.erythematosus.systemic False 3 75 0 NA -0.515192
DB01085 Pilocarpine anemia.hemolytic False 3 29 0 NA 0.956205
DB01085 Pilocarpine lymphoma False 3 24 0 NA 0.204127
DB01085 Pilocarpine colitis.ulcerative False 3 55 0 0.0503744939271 -0.684600
DB01085 Pilocarpine malabsorption.syndromes False 3 34 0 NA 1.110464
DB01085 Pilocarpine colitis False 3 55 0 NA -0.701594
DB01085 Pilocarpine anemia False 3 58 0 NA 0.891106
DB01085 Pilocarpine sarcoma False 3 25 0 0.0952241795159 1.283904
DB01085 Pilocarpine multiple.sclerosis False 3 69 0 0.0 0.692628
DB01085 Pilocarpine coronary.disease False 3 37 0 NA 0.969703
DB01085 Pilocarpine lymphoma.non.hodgkin False 3 22 0 NA 0.171749
DB01085 Pilocarpine hematologic.diseases False 3 188 0 NA 0.452593
DB01085 Pilocarpine skin.diseases False 3 278 0 NA -0.465054
DB01085 Pilocarpine blood.coagulation.disorders False 3 40 0 NA 1.344133
DB01085 Pilocarpine cardiovascular.diseases False 3 330 0 NA 0.708952
DB01085 Pilocarpine amyotrophic.lateral.sclerosis False 3 21 0 NA 1.118501
DB01085 Pilocarpine cardiomyopathy.dilated False 3 29 0 NA 1.235671
DB01085 Pilocarpine lung.diseases False 3 71 0 NA -0.222581
DB01085 Pilocarpine bacterial.infections False 3 26 0 NA 1.067415
DB01085 Pilocarpine diabetes.mellitus.type.1 False 3 82 0 NA -0.506636
DB01085 Pilocarpine arthritis.rheumatoid False 3 42 0 0.0 2.590041
DB01085 Pilocarpine liver.cirrhosis.biliary False 3 23 0 NA -1.169813
DB01085 Pilocarpine coronary.artery.disease False 3 31 0 NA 0.812753
DB01085 Pilocarpine leukemia.lymphoid False 3 66 0 NA -0.290410
DB01085 Pilocarpine arterial.occlusive.diseases False 3 44 0 NA -0.817345
DB01085 Pilocarpine heart.diseases False 3 167 0 NA 1.290648
DB00175 Pravastatin bone.diseases.metabolic False 1 27 0 NA -0.603334
DB00175 Pravastatin colorectal.neoplasms False 1 42 0 NA 0.120710
DB00175 Pravastatin eye.diseases False 1 231 0 NA 0.431483
DB00175 Pravastatin collagen.diseases False 1 25 0 NA -0.591498
DB00175 Pravastatin leukemia.myeloid.acute False 1 43 0 NA 0.070597
DB00175 Pravastatin kidney.diseases False 1 144 0 NA 0.294965
DB00175 Pravastatin epilepsy False 1 25 0 NA -0.611058
DB00175 Pravastatin joint.diseases False 1 79 0 NA 0.187492
DB00175 Pravastatin vascular.diseases False 1 181 0 NA -2.024789
DB00175 Pravastatin neuroendocrine.tumors False 1 24 0 NA -0.211041
DB00175 Pravastatin parkinsonian.disorders False 1 31 0 NA -0.328117
DB00175 Pravastatin hypopigmentation False 1 22 0 NA -0.377766
DB00175 Pravastatin intestinal.neoplasms False 1 42 0 NA 0.067206
DB00175 Pravastatin thyroid.diseases False 1 30 0 NA 1.808667
DB00175 Pravastatin diabetes.mellitus False 1 162 0 NA 0.321897
DB00175 Pravastatin dementia False 1 42 0 NA -0.115272
DB00175 Pravastatin mycobacterium.infections False 1 22 0 NA -0.516259
DB00175 Pravastatin arrhythmias.cardiac False 1 30 0 NA -0.620033
DB00175 Pravastatin prostatic.neoplasms False 1 61 0 NA -0.081120
DB00175 Pravastatin head.and.neck.neoplasms False 1 35 0 NA -0.056149
DB00175 Pravastatin inflammatory.bowel.diseases False 1 119 0 NA 0.293297
DB00175 Pravastatin gastrointestinal.neoplasms False 1 72 0 NA 0.285954
DB00175 Pravastatin asthma False 1 36 0 NA -0.237186
DB00175 Pravastatin alzheimer.disease False 1 29 0 NA -0.336020
DB00175 Pravastatin metabolism.inborn.errors False 1 289 0 NA -1.584174
DB00175 Pravastatin macular.degeneration False 1 44 0 NA 1.593332
DB00175 Pravastatin breast.neoplasms False 1 40 0 NA -0.026736
DB00175 Pravastatin hypersensitivity False 1 45 0 NA -0.116481
DB00175 Pravastatin adenocarcinoma False 1 32 0 NA -0.090914
DB00175 Pravastatin bone.diseases False 1 144 0 NA 0.391957
DB00175 Pravastatin insulin.resistance False 1 26 0 NA -0.652853
DB00175 Pravastatin motor.neuron.disease False 1 31 0 NA -0.131862
DB00175 Pravastatin crohn.disease False 1 71 0 NA 0.087600
DB00175 Pravastatin endocrine.system.diseases False 1 291 0 NA 0.583087
DB00175 Pravastatin keratosis False 1 21 0 NA -0.465388
DB00175 Pravastatin psoriasis False 1 54 0 NA 2.570110
DB00175 Pravastatin varicose.veins False 1 20 0 NA 1.181854
DB00175 Pravastatin spinal.cord.diseases False 1 59 0 NA 0.104709
DB00175 Pravastatin neoplasms False 1 482 0 NA -0.789555
DB00175 Pravastatin rheumatic.diseases False 1 59 0 NA 0.067577
DB00175 Pravastatin pancreatic.diseases False 1 24 0 NA -0.334170
DB00175 Pravastatin myocardial.ischemia False 1 43 0 NA -0.337672
DB00175 Pravastatin autoimmune.diseases False 1 243 0 NA 0.541713
DB00175 Pravastatin kidney.neoplasms False 1 20 0 NA -0.426536
DB00175 Pravastatin arthritis False 1 76 0 NA 0.163589
DB00175 Pravastatin leukemia False 1 117 0 NA 0.432432
DB00175 Pravastatin hyperinsulinism False 1 26 0 NA -0.601229
DB00175 Pravastatin diabetes.mellitus.type.2 False 1 72 0 NA -0.071693
DB00175 Pravastatin arteriosclerosis False 1 38 0 NA -0.351830
DB00175 Pravastatin gastroenteritis False 1 122 0 NA 0.277920
DB00175 Pravastatin liver.cirrhosis False 1 24 0 NA -0.310148
DB00175 Pravastatin parkinson.disease False 1 30 0 NA -0.386136
DB00175 Pravastatin lupus.erythematosus.systemic False 1 75 0 NA 0.056149
DB00175 Pravastatin anemia.hemolytic False 1 29 0 NA -0.294397
DB00175 Pravastatin lymphoma False 1 24 0 NA -0.177084
DB00175 Pravastatin colitis.ulcerative False 1 55 0 NA -0.044108
DB00175 Pravastatin malabsorption.syndromes False 1 34 0 NA -0.375501
DB00175 Pravastatin colitis False 1 55 0 NA -0.084448
DB00175 Pravastatin anemia False 1 58 0 NA 0.178159
DB00175 Pravastatin sarcoma False 1 25 0 NA -0.256121
DB00175 Pravastatin multiple.sclerosis False 1 69 0 NA 0.031128
DB00175 Pravastatin coronary.disease False 1 37 0 NA -0.374164
DB00175 Pravastatin lymphoma.non.hodgkin False 1 22 0 NA -0.100025
DB00175 Pravastatin hematologic.diseases False 1 188 0 NA -1.406415
DB00175 Pravastatin skin.diseases False 1 278 0 NA -1.421787
DB00175 Pravastatin blood.coagulation.disorders False 1 40 0 NA -0.199662
DB00175 Pravastatin cardiovascular.diseases True 1 330 0 NA -1.480355
DB00175 Pravastatin amyotrophic.lateral.sclerosis False 1 21 0 NA -0.350393
DB00175 Pravastatin cardiomyopathy.dilated False 1 29 0 NA -0.246487
DB00175 Pravastatin lung.diseases False 1 71 0 NA 0.152696
DB00175 Pravastatin bacterial.infections False 1 26 0 NA -0.396641
DB00175 Pravastatin diabetes.mellitus.type.1 False 1 82 0 NA 0.091246
DB00175 Pravastatin arthritis.rheumatoid False 1 42 0 NA -0.138347
DB00175 Pravastatin liver.cirrhosis.biliary False 1 23 0 NA -0.341044
DB00175 Pravastatin coronary.artery.disease True 1 31 0 NA -0.518935
DB00175 Pravastatin leukemia.lymphoid False 1 66 0 NA 0.145772
DB00175 Pravastatin arterial.occlusive.diseases False 1 44 0 NA -0.175237
DB00175 Pravastatin heart.diseases False 1 167 0 NA 0.345946
DB01003 Cromoglicic.acid bone.diseases.metabolic False 2 27 0 NA 0.743885
DB01003 Cromoglicic.acid colorectal.neoplasms False 2 42 0 -0.0417520888965 0.240038
DB01003 Cromoglicic.acid eye.diseases False 2 231 0 NA 0.701665
DB01003 Cromoglicic.acid collagen.diseases False 2 25 0 NA -2.214998
DB01003 Cromoglicic.acid leukemia.myeloid.acute False 2 43 0 -0.112286587992 0.111340
DB01003 Cromoglicic.acid kidney.diseases False 2 144 0 NA -1.206622
DB01003 Cromoglicic.acid epilepsy False 2 25 0 -0.0930592643639 -0.793483
DB01003 Cromoglicic.acid joint.diseases False 2 79 0 NA 0.284672
DB01003 Cromoglicic.acid vascular.diseases False 2 181 0 NA 0.620933
DB01003 Cromoglicic.acid neuroendocrine.tumors False 2 24 0 NA -0.372763
DB01003 Cromoglicic.acid parkinsonian.disorders False 2 31 0 NA 1.079735
DB01003 Cromoglicic.acid hypopigmentation False 2 22 0 NA -0.442436
DB01003 Cromoglicic.acid intestinal.neoplasms False 2 42 0 NA 0.146201
DB01003 Cromoglicic.acid thyroid.diseases False 2 30 0 NA -0.550347
DB01003 Cromoglicic.acid diabetes.mellitus False 2 162 0 NA 0.461144
DB01003 Cromoglicic.acid dementia False 2 42 0 NA -0.025484
DB01003 Cromoglicic.acid mycobacterium.infections False 2 22 0 NA -0.683546
DB01003 Cromoglicic.acid arrhythmias.cardiac False 2 30 0 NA 0.565032
DB01003 Cromoglicic.acid prostatic.neoplasms False 2 61 0 0.0 0.016744
DB01003 Cromoglicic.acid head.and.neck.neoplasms False 2 35 0 NA -0.095971
DB01003 Cromoglicic.acid inflammatory.bowel.diseases False 2 119 0 0.0338328021363 0.367834
DB01003 Cromoglicic.acid gastrointestinal.neoplasms False 2 72 0 NA 0.441166
DB01003 Cromoglicic.acid asthma True 2 36 0 -0.046668963735 1.204526
DB01003 Cromoglicic.acid alzheimer.disease False 2 29 0 -0.0213657507107 -0.315927
DB01003 Cromoglicic.acid metabolism.inborn.errors False 2 289 0 NA 0.737279
DB01003 Cromoglicic.acid macular.degeneration False 2 44 0 NA 0.841021
DB01003 Cromoglicic.acid breast.neoplasms False 2 40 0 0.0307397277974 0.065432
DB01003 Cromoglicic.acid hypersensitivity False 2 45 0 NA 1.528001
DB01003 Cromoglicic.acid adenocarcinoma False 2 32 0 NA -0.109651
DB01003 Cromoglicic.acid bone.diseases False 2 144 0 NA 0.477002
DB01003 Cromoglicic.acid insulin.resistance False 2 26 0 NA -0.753400
DB01003 Cromoglicic.acid motor.neuron.disease False 2 31 0 NA -0.151757
DB01003 Cromoglicic.acid crohn.disease False 2 71 0 NA 0.156908
DB01003 Cromoglicic.acid endocrine.system.diseases False 2 291 0 NA -0.488724
DB01003 Cromoglicic.acid keratosis False 2 21 0 NA -0.528728
DB01003 Cromoglicic.acid psoriasis False 2 54 0 -0.0506628477905 -1.811151
DB01003 Cromoglicic.acid varicose.veins False 2 20 0 NA 0.445738
DB01003 Cromoglicic.acid spinal.cord.diseases False 2 59 0 NA 0.194088
DB01003 Cromoglicic.acid neoplasms False 2 482 0 NA 1.425539
DB01003 Cromoglicic.acid rheumatic.diseases False 2 59 0 NA 0.073295
DB01003 Cromoglicic.acid pancreatic.diseases False 2 24 0 NA -0.409326
DB01003 Cromoglicic.acid myocardial.ischemia False 2 43 0 NA -0.411834
DB01003 Cromoglicic.acid autoimmune.diseases False 2 243 0 NA -0.502617
DB01003 Cromoglicic.acid kidney.neoplasms False 2 20 0 NA -0.480235
DB01003 Cromoglicic.acid arthritis False 2 76 0 NA 0.250306
DB01003 Cromoglicic.acid leukemia False 2 117 0 NA 0.648146
DB01003 Cromoglicic.acid hyperinsulinism False 2 26 0 NA -0.827204
DB01003 Cromoglicic.acid diabetes.mellitus.type.2 False 2 72 0 0.0528846153846 0.061580
DB01003 Cromoglicic.acid arteriosclerosis False 2 38 0 NA -0.443574
DB01003 Cromoglicic.acid gastroenteritis False 2 122 0 NA 0.358664
DB01003 Cromoglicic.acid liver.cirrhosis False 2 24 0 NA -0.411620
DB01003 Cromoglicic.acid parkinson.disease False 2 30 0 0.0 1.121019
DB01003 Cromoglicic.acid lupus.erythematosus.systemic False 2 75 0 NA 0.101438
DB01003 Cromoglicic.acid anemia.hemolytic False 2 29 0 NA -0.467760
DB01003 Cromoglicic.acid lymphoma False 2 24 0 NA -0.208886
DB01003 Cromoglicic.acid colitis.ulcerative False 2 55 0 0.0699058919804 0.003101
DB01003 Cromoglicic.acid malabsorption.syndromes False 2 34 0 NA -0.461122
DB01003 Cromoglicic.acid colitis False 2 55 0 NA -0.008209
DB01003 Cromoglicic.acid anemia False 2 58 0 NA 0.243017
DB01003 Cromoglicic.acid sarcoma False 2 25 0 0.0234275131364 -0.316881
DB01003 Cromoglicic.acid multiple.sclerosis False 2 69 0 -0.044052674649 -1.418301
DB01003 Cromoglicic.acid coronary.disease False 2 37 0 NA 1.134845
DB01003 Cromoglicic.acid lymphoma.non.hodgkin False 2 22 0 NA -0.201234
DB01003 Cromoglicic.acid hematologic.diseases False 2 188 0 NA 0.838338
DB01003 Cromoglicic.acid skin.diseases False 2 278 0 NA -0.366039
DB01003 Cromoglicic.acid blood.coagulation.disorders False 2 40 0 NA -0.250193
DB01003 Cromoglicic.acid cardiovascular.diseases False 2 330 0 NA 0.910827
DB01003 Cromoglicic.acid amyotrophic.lateral.sclerosis False 2 21 0 NA -0.416117
DB01003 Cromoglicic.acid cardiomyopathy.dilated False 2 29 0 NA -0.379706
DB01003 Cromoglicic.acid lung.diseases False 2 71 0 NA 0.266674
DB01003 Cromoglicic.acid bacterial.infections False 2 26 0 NA -0.506578
DB01003 Cromoglicic.acid diabetes.mellitus.type.1 False 2 82 0 NA 0.122021
DB01003 Cromoglicic.acid arthritis.rheumatoid False 2 42 0 -0.0482771987251 1.719312
DB01003 Cromoglicic.acid liver.cirrhosis.biliary False 2 23 0 NA -0.434126
DB01003 Cromoglicic.acid coronary.artery.disease False 2 31 0 NA 0.797775
DB01003 Cromoglicic.acid leukemia.lymphoid False 2 66 0 NA 0.297580
DB01003 Cromoglicic.acid arterial.occlusive.diseases False 2 44 0 NA -0.207364
DB01003 Cromoglicic.acid heart.diseases False 2 167 0 NA 0.506830
DB01001 Salbutamol bone.diseases.metabolic False 2 27 0 NA -0.225843
DB01001 Salbutamol colorectal.neoplasms False 2 42 0 0.0419155396675 -1.049901
DB01001 Salbutamol eye.diseases False 2 231 0 NA 1.153163
DB01001 Salbutamol collagen.diseases False 2 25 0 NA -0.291991
DB01001 Salbutamol leukemia.myeloid.acute False 2 43 0 0.0531938582135 0.627868
DB01001 Salbutamol kidney.diseases False 2 144 0 NA 0.912994
DB01001 Salbutamol epilepsy False 2 25 0 0.0990845464726 -0.432384
DB01001 Salbutamol joint.diseases False 2 79 0 NA 0.630596
DB01001 Salbutamol vascular.diseases False 2 181 0 NA 1.216845
DB01001 Salbutamol neuroendocrine.tumors False 2 24 0 NA 0.130841
DB01001 Salbutamol parkinsonian.disorders False 2 31 0 NA 0.047125
DB01001 Salbutamol hypopigmentation False 2 22 0 NA 0.007328
DB01001 Salbutamol intestinal.neoplasms False 2 42 0 NA -1.092838
DB01001 Salbutamol thyroid.diseases False 2 30 0 NA 0.001728
DB01001 Salbutamol diabetes.mellitus False 2 162 0 NA -2.039393
DB01001 Salbutamol dementia False 2 42 0 NA 0.407937
DB01001 Salbutamol mycobacterium.infections False 2 22 0 NA -0.127119
DB01001 Salbutamol arrhythmias.cardiac False 2 30 0 NA -1.916265
DB01001 Salbutamol prostatic.neoplasms False 2 61 0 0.0 0.406955
DB01001 Salbutamol head.and.neck.neoplasms False 2 35 0 NA 0.458209
DB01001 Salbutamol inflammatory.bowel.diseases False 2 119 0 0.0 0.867421
DB01001 Salbutamol gastrointestinal.neoplasms False 2 72 0 NA -0.548495
DB01001 Salbutamol asthma True 2 36 0 0.0 0.134271
DB01001 Salbutamol alzheimer.disease False 2 29 0 0.0 0.154149
DB01001 Salbutamol metabolism.inborn.errors False 2 289 0 NA 1.238507
DB01001 Salbutamol macular.degeneration False 2 44 0 NA -0.153294
DB01001 Salbutamol breast.neoplasms False 2 40 0 0.0 -1.231030
DB01001 Salbutamol hypersensitivity False 2 45 0 NA 0.282463
DB01001 Salbutamol adenocarcinoma False 2 32 0 NA 0.387330
DB01001 Salbutamol bone.diseases False 2 144 0 NA -0.344309
DB01001 Salbutamol insulin.resistance False 2 26 0 NA -0.333855
DB01001 Salbutamol motor.neuron.disease False 2 31 0 NA 0.335284
DB01001 Salbutamol crohn.disease False 2 71 0 NA 0.590247
DB01001 Salbutamol endocrine.system.diseases False 2 291 0 NA -1.081972
DB01001 Salbutamol keratosis False 2 21 0 NA -0.128328
DB01001 Salbutamol psoriasis False 2 54 0 0.0 0.516619
DB01001 Salbutamol varicose.veins False 2 20 0 NA -0.411799
DB01001 Salbutamol spinal.cord.diseases False 2 59 0 NA 0.626997
DB01001 Salbutamol neoplasms False 2 482 0 NA -0.452736
DB01001 Salbutamol rheumatic.diseases False 2 59 0 NA 0.528894
DB01001 Salbutamol pancreatic.diseases False 2 24 0 NA -1.709668
DB01001 Salbutamol myocardial.ischemia False 2 43 0 NA -0.003835
DB01001 Salbutamol autoimmune.diseases False 2 243 0 NA 1.470194
